ActivityID,LeadID,Date,ActivityType,AssignedRepID,created_at,updated_at
9163,8804,2023-12-15,meeting,17,2024-11-11 09:19:27,2024-11-11 09:19:27
9164,6885,2024-07-29,call,48,2024-11-11 09:19:27,2024-11-11 09:19:27
9165,1085,2023-03-17,meeting,39,2024-11-11 09:19:27,2024-11-11 09:19:27
9166,7957,2023-02-25,email,18,2024-11-11 09:19:27,2024-11-11 09:19:27
9167,5498,2023-01-17,call,26,2024-11-11 09:19:27,2024-11-11 09:19:27
9168,8344,2023-08-02,call,35,2024-11-11 09:19:27,2024-11-11 09:19:27
9169,8195,2024-03-18,call,44,2024-11-11 09:19:27,2024-11-11 09:19:27
9170,2026,2023-12-20,email,45,2024-11-11 09:19:27,2024-11-11 09:19:27
9171,6733,2023-03-24,call,3,2024-11-11 09:19:27,2024-11-11 09:19:27
9172,710,2024-09-08,meeting,37,2024-11-11 09:19:27,2024-11-11 09:19:27
9173,1796,2023-09-03,meeting,44,2024-11-11 09:19:27,2024-11-11 09:19:27
9174,3898,2024-04-29,email,25,2024-11-11 09:19:27,2024-11-11 09:19:27
9175,2374,2023-07-27,meeting,23,2024-11-11 09:19:27,2024-11-11 09:19:27
9176,4922,2024-04-17,call,44,2024-11-11 09:19:27,2024-11-11 09:19:27
9177,541,2023-02-27,email,45,2024-11-11 09:19:27,2024-11-11 09:19:27
9178,9042,2024-10-15,call,30,2024-11-11 09:19:27,2024-11-11 09:19:27
9179,2903,2023-04-10,call,48,2024-11-11 09:19:27,2024-11-11 09:19:27
9180,285,2023-02-12,email,5,2024-11-11 09:19:27,2024-11-11 09:19:27
9181,4160,2023-11-10,meeting,8,2024-11-11 09:19:27,2024-11-11 09:19:27
9182,3243,2023-12-17,meeting,33,2024-11-11 09:19:27,2024-11-11 09:19:27
9183,2434,2022-12-11,meeting,8,2024-11-11 09:19:27,2024-11-11 09:19:27
9184,5996,2024-07-11,call,46,2024-11-11 09:19:27,2024-11-11 09:19:27
9185,2463,2023-01-31,call,19,2024-11-11 09:19:27,2024-11-11 09:19:27
9186,2561,2023-06-04,meeting,44,2024-11-11 09:19:27,2024-11-11 09:19:27
9187,8449,2024-05-26,email,24,2024-11-11 09:19:27,2024-11-11 09:19:27
9188,1851,2024-03-01,meeting,31,2024-11-11 09:19:27,2024-11-11 09:19:27
9189,130,2024-07-23,email,20,2024-11-11 09:19:27,2024-11-11 09:19:27
9190,8410,2023-03-13,meeting,23,2024-11-11 09:19:27,2024-11-11 09:19:27
9191,5028,2023-01-06,email,15,2024-11-11 09:19:27,2024-11-11 09:19:27
9192,5626,2023-11-12,meeting,44,2024-11-11 09:19:27,2024-11-11 09:19:27
9193,3480,2023-03-31,call,36,2024-11-11 09:19:27,2024-11-11 09:19:27
9194,5952,2023-08-22,call,22,2024-11-11 09:19:27,2024-11-11 09:19:27
9195,48,2024-05-03,meeting,11,2024-11-11 09:19:27,2024-11-11 09:19:27
9196,4056,2023-03-22,call,50,2024-11-11 09:19:27,2024-11-11 09:19:27
9197,3601,2023-06-28,meeting,49,2024-11-11 09:19:27,2024-11-11 09:19:27
9198,4329,2024-03-04,call,34,2024-11-11 09:19:27,2024-11-11 09:19:27
9199,5382,2023-10-26,meeting,21,2024-11-11 09:19:27,2024-11-11 09:19:27
9200,8930,2023-11-26,meeting,9,2024-11-11 09:19:27,2024-11-11 09:19:27
9201,8288,2023-10-04,meeting,49,2024-11-11 09:19:27,2024-11-11 09:19:27
9202,1646,2023-07-30,email,19,2024-11-11 09:19:27,2024-11-11 09:19:27
9203,4602,2023-05-17,email,21,2024-11-11 09:19:27,2024-11-11 09:19:27
9204,8429,2024-10-03,email,25,2024-11-11 09:19:27,2024-11-11 09:19:27
9205,7631,2022-11-12,call,22,2024-11-11 09:19:27,2024-11-11 09:19:27
9206,6793,2023-07-28,call,6,2024-11-11 09:19:27,2024-11-11 09:19:27
9207,9946,2024-02-13,call,34,2024-11-11 09:19:27,2024-11-11 09:19:27
9208,2718,2023-12-23,email,4,2024-11-11 09:19:27,2024-11-11 09:19:27
9209,1380,2023-08-30,call,21,2024-11-11 09:19:27,2024-11-11 09:19:27
9210,8169,2023-12-21,email,24,2024-11-11 09:19:27,2024-11-11 09:19:27
9211,378,2023-11-14,email,32,2024-11-11 09:19:27,2024-11-11 09:19:27
9212,3243,2023-05-19,email,7,2024-11-11 09:19:27,2024-11-11 09:19:27
9213,8512,2024-08-23,meeting,33,2024-11-11 09:19:27,2024-11-11 09:19:27
9214,2352,2023-04-18,meeting,43,2024-11-11 09:19:27,2024-11-11 09:19:27
9215,618,2024-03-09,meeting,39,2024-11-11 09:19:27,2024-11-11 09:19:27
9216,4842,2023-04-04,meeting,19,2024-11-11 09:19:27,2024-11-11 09:19:27
9217,1152,2024-09-27,meeting,50,2024-11-11 09:19:27,2024-11-11 09:19:27
9218,3372,2023-11-23,email,50,2024-11-11 09:19:27,2024-11-11 09:19:27
9219,6798,2023-11-05,email,36,2024-11-11 09:19:27,2024-11-11 09:19:27
9220,9910,2024-09-27,meeting,18,2024-11-11 09:19:27,2024-11-11 09:19:27
9221,3006,2024-09-16,email,40,2024-11-11 09:19:27,2024-11-11 09:19:27
9222,1446,2024-09-19,email,38,2024-11-11 09:19:27,2024-11-11 09:19:27
9223,4711,2022-11-30,call,45,2024-11-11 09:19:27,2024-11-11 09:19:27
9224,1089,2022-12-01,email,45,2024-11-11 09:19:27,2024-11-11 09:19:27
9225,4916,2023-12-27,email,23,2024-11-11 09:19:27,2024-11-11 09:19:27
9226,4758,2023-06-02,meeting,20,2024-11-11 09:19:27,2024-11-11 09:19:27
9227,5971,2023-06-04,email,38,2024-11-11 09:19:27,2024-11-11 09:19:27
9228,8433,2022-12-25,meeting,24,2024-11-11 09:19:27,2024-11-11 09:19:27
9229,835,2023-07-20,meeting,15,2024-11-11 09:19:27,2024-11-11 09:19:27
9230,2561,2024-02-13,meeting,49,2024-11-11 09:19:27,2024-11-11 09:19:27
9231,6052,2024-02-20,call,1,2024-11-11 09:19:27,2024-11-11 09:19:27
9232,8290,2023-05-02,email,41,2024-11-11 09:19:27,2024-11-11 09:19:27
9233,9991,2023-02-12,call,13,2024-11-11 09:19:27,2024-11-11 09:19:27
9234,3978,2023-01-11,meeting,20,2024-11-11 09:19:27,2024-11-11 09:19:27
9235,8755,2024-09-16,call,17,2024-11-11 09:19:27,2024-11-11 09:19:27
9236,6830,2024-08-02,call,4,2024-11-11 09:19:27,2024-11-11 09:19:27
9237,5905,2023-11-11,call,21,2024-11-11 09:19:27,2024-11-11 09:19:27
9238,6347,2022-12-04,meeting,15,2024-11-11 09:19:27,2024-11-11 09:19:27
9239,752,2023-12-22,email,43,2024-11-11 09:19:27,2024-11-11 09:19:27
9240,2687,2024-03-19,meeting,14,2024-11-11 09:19:27,2024-11-11 09:19:27
9241,7583,2024-10-21,meeting,20,2024-11-11 09:19:27,2024-11-11 09:19:27
9242,1018,2023-08-07,email,9,2024-11-11 09:19:27,2024-11-11 09:19:27
9243,3249,2023-06-06,call,1,2024-11-11 09:19:27,2024-11-11 09:19:27
9244,6234,2023-05-10,call,36,2024-11-11 09:19:27,2024-11-11 09:19:27
9245,8863,2024-03-29,call,38,2024-11-11 09:19:27,2024-11-11 09:19:27
9246,1941,2023-05-20,call,26,2024-11-11 09:19:27,2024-11-11 09:19:27
9247,1156,2024-07-19,call,13,2024-11-11 09:19:27,2024-11-11 09:19:27
9248,7827,2023-08-18,meeting,20,2024-11-11 09:19:27,2024-11-11 09:19:27
9249,9306,2023-09-01,email,5,2024-11-11 09:19:27,2024-11-11 09:19:27
9250,8989,2023-06-21,meeting,48,2024-11-11 09:19:27,2024-11-11 09:19:27
9251,3833,2023-09-19,meeting,28,2024-11-11 09:19:27,2024-11-11 09:19:27
9252,8599,2023-10-15,email,8,2024-11-11 09:19:27,2024-11-11 09:19:27
9253,8051,2023-08-28,call,27,2024-11-11 09:19:27,2024-11-11 09:19:27
9254,3054,2024-03-07,meeting,33,2024-11-11 09:19:27,2024-11-11 09:19:27
9255,9813,2023-02-12,email,12,2024-11-11 09:19:27,2024-11-11 09:19:27
9256,5953,2024-06-15,call,45,2024-11-11 09:19:27,2024-11-11 09:19:27
9257,8939,2023-11-12,email,49,2024-11-11 09:19:27,2024-11-11 09:19:27
9258,9136,2023-09-02,call,40,2024-11-11 09:19:27,2024-11-11 09:19:27
9259,9681,2023-10-13,meeting,11,2024-11-11 09:19:27,2024-11-11 09:19:27
9260,314,2023-06-25,meeting,4,2024-11-11 09:19:27,2024-11-11 09:19:27
9261,4590,2024-02-21,email,22,2024-11-11 09:19:27,2024-11-11 09:19:27
9262,5029,2024-07-11,email,22,2024-11-11 09:19:27,2024-11-11 09:19:27
9263,6885,2022-12-19,meeting,17,2024-11-11 09:19:27,2024-11-11 09:19:27
9264,8398,2023-01-30,call,8,2024-11-11 09:19:27,2024-11-11 09:19:27
9265,8817,2023-10-23,meeting,38,2024-11-11 09:19:27,2024-11-11 09:19:27
9266,2106,2023-10-06,meeting,29,2024-11-11 09:19:27,2024-11-11 09:19:27
9267,1977,2024-09-22,email,47,2024-11-11 09:19:27,2024-11-11 09:19:27
9268,6794,2023-01-05,email,30,2024-11-11 09:19:27,2024-11-11 09:19:27
9269,4211,2024-05-05,call,19,2024-11-11 09:19:27,2024-11-11 09:19:27
9270,6684,2024-08-14,email,21,2024-11-11 09:19:27,2024-11-11 09:19:27
9271,4626,2024-07-29,email,48,2024-11-11 09:19:27,2024-11-11 09:19:27
9272,8677,2023-01-15,call,31,2024-11-11 09:19:27,2024-11-11 09:19:27
9273,25,2024-07-27,meeting,44,2024-11-11 09:19:27,2024-11-11 09:19:27
9274,451,2024-03-03,meeting,42,2024-11-11 09:19:27,2024-11-11 09:19:27
9275,6365,2023-05-15,meeting,24,2024-11-11 09:19:27,2024-11-11 09:19:27
9276,2602,2022-11-12,call,30,2024-11-11 09:19:27,2024-11-11 09:19:27
9277,8270,2024-02-04,meeting,18,2024-11-11 09:19:27,2024-11-11 09:19:27
9278,2762,2022-12-24,meeting,47,2024-11-11 09:19:27,2024-11-11 09:19:27
9279,9254,2023-12-14,call,5,2024-11-11 09:19:27,2024-11-11 09:19:27
9280,2530,2024-01-11,email,26,2024-11-11 09:19:27,2024-11-11 09:19:27
9281,6480,2023-11-30,call,43,2024-11-11 09:19:27,2024-11-11 09:19:27
9282,9464,2023-02-02,meeting,40,2024-11-11 09:19:27,2024-11-11 09:19:27
9283,4816,2023-01-05,meeting,22,2024-11-11 09:19:27,2024-11-11 09:19:27
9284,4252,2023-11-07,email,17,2024-11-11 09:19:27,2024-11-11 09:19:27
9285,5682,2023-06-23,email,24,2024-11-11 09:19:27,2024-11-11 09:19:27
9286,5814,2022-12-07,call,25,2024-11-11 09:19:27,2024-11-11 09:19:27
9287,9044,2024-03-15,meeting,34,2024-11-11 09:19:27,2024-11-11 09:19:27
9288,2663,2023-08-23,call,3,2024-11-11 09:19:27,2024-11-11 09:19:27
9289,5984,2024-02-05,meeting,20,2024-11-11 09:19:27,2024-11-11 09:19:27
9290,6725,2024-06-19,meeting,37,2024-11-11 09:19:27,2024-11-11 09:19:27
9291,3372,2024-09-06,meeting,45,2024-11-11 09:19:27,2024-11-11 09:19:27
9292,2977,2023-11-12,meeting,31,2024-11-11 09:19:27,2024-11-11 09:19:27
9293,2414,2024-02-18,call,27,2024-11-11 09:19:27,2024-11-11 09:19:27
9294,3693,2024-08-31,email,31,2024-11-11 09:19:27,2024-11-11 09:19:27
9295,8036,2023-10-13,email,20,2024-11-11 09:19:27,2024-11-11 09:19:27
9296,1761,2023-01-10,email,38,2024-11-11 09:19:27,2024-11-11 09:19:27
9297,8383,2022-11-07,call,23,2024-11-11 09:19:27,2024-11-11 09:19:27
9298,8517,2024-01-03,meeting,48,2024-11-11 09:19:27,2024-11-11 09:19:27
9299,180,2024-01-05,call,39,2024-11-11 09:19:27,2024-11-11 09:19:27
9300,2880,2023-10-22,meeting,6,2024-11-11 09:19:27,2024-11-11 09:19:27
9301,8012,2023-05-24,meeting,5,2024-11-11 09:19:27,2024-11-11 09:19:27
9302,3568,2023-05-01,email,36,2024-11-11 09:19:27,2024-11-11 09:19:27
9303,4169,2023-01-28,call,16,2024-11-11 09:19:27,2024-11-11 09:19:27
9304,5845,2023-10-26,meeting,34,2024-11-11 09:19:27,2024-11-11 09:19:27
9305,9881,2024-05-14,meeting,2,2024-11-11 09:19:27,2024-11-11 09:19:27
9306,2861,2024-10-21,call,20,2024-11-11 09:19:27,2024-11-11 09:19:27
9307,2787,2023-08-31,email,23,2024-11-11 09:19:27,2024-11-11 09:19:27
9308,3221,2022-12-04,call,33,2024-11-11 09:19:27,2024-11-11 09:19:27
9309,9860,2023-05-10,call,40,2024-11-11 09:19:27,2024-11-11 09:19:27
9310,4676,2023-03-09,call,22,2024-11-11 09:19:27,2024-11-11 09:19:27
9311,5793,2024-06-20,meeting,41,2024-11-11 09:19:27,2024-11-11 09:19:27
9312,5845,2024-05-15,meeting,24,2024-11-11 09:19:27,2024-11-11 09:19:27
9313,7284,2022-11-27,call,2,2024-11-11 09:19:27,2024-11-11 09:19:27
9314,160,2023-02-22,email,26,2024-11-11 09:19:27,2024-11-11 09:19:27
9315,8345,2023-05-31,meeting,49,2024-11-11 09:19:27,2024-11-11 09:19:27
9316,5043,2024-05-05,meeting,22,2024-11-11 09:19:27,2024-11-11 09:19:27
9317,7382,2023-06-28,email,2,2024-11-11 09:19:27,2024-11-11 09:19:27
9318,8700,2023-07-29,meeting,25,2024-11-11 09:19:27,2024-11-11 09:19:27
9319,6419,2023-09-27,call,46,2024-11-11 09:19:27,2024-11-11 09:19:27
9320,8822,2023-08-11,call,40,2024-11-11 09:19:27,2024-11-11 09:19:27
9321,4429,2024-08-03,meeting,18,2024-11-11 09:19:27,2024-11-11 09:19:27
9322,9931,2024-06-13,call,16,2024-11-11 09:19:27,2024-11-11 09:19:27
9323,3868,2022-11-19,email,12,2024-11-11 09:19:27,2024-11-11 09:19:27
9324,1771,2023-09-01,email,13,2024-11-11 09:19:27,2024-11-11 09:19:27
9325,9969,2024-10-03,call,1,2024-11-11 09:19:27,2024-11-11 09:19:27
9326,7976,2024-02-21,call,48,2024-11-11 09:19:27,2024-11-11 09:19:27
9327,7545,2022-10-22,call,46,2024-11-11 09:19:27,2024-11-11 09:19:27
9328,3553,2024-05-19,email,36,2024-11-11 09:19:27,2024-11-11 09:19:27
9329,4875,2022-12-31,call,27,2024-11-11 09:19:27,2024-11-11 09:19:27
9330,9358,2023-11-21,meeting,36,2024-11-11 09:19:27,2024-11-11 09:19:27
9331,4910,2024-08-27,call,46,2024-11-11 09:19:27,2024-11-11 09:19:27
9332,8387,2023-01-05,meeting,21,2024-11-11 09:19:27,2024-11-11 09:19:27
9333,4390,2024-02-10,call,9,2024-11-11 09:19:27,2024-11-11 09:19:27
9334,9196,2023-05-09,email,44,2024-11-11 09:19:27,2024-11-11 09:19:27
9335,6510,2023-06-03,email,38,2024-11-11 09:19:27,2024-11-11 09:19:27
9336,8076,2023-06-13,meeting,6,2024-11-11 09:19:27,2024-11-11 09:19:27
9337,3498,2024-10-12,call,32,2024-11-11 09:19:27,2024-11-11 09:19:27
9338,9442,2023-02-12,meeting,18,2024-11-11 09:19:27,2024-11-11 09:19:27
9339,3489,2024-07-23,email,27,2024-11-11 09:19:27,2024-11-11 09:19:27
9340,4512,2023-11-26,call,45,2024-11-11 09:19:27,2024-11-11 09:19:27
9341,9951,2024-02-18,meeting,25,2024-11-11 09:19:27,2024-11-11 09:19:27
9342,5408,2023-01-22,call,13,2024-11-11 09:19:27,2024-11-11 09:19:27
9343,8479,2024-03-22,call,8,2024-11-11 09:19:27,2024-11-11 09:19:27
9344,3192,2022-10-30,email,36,2024-11-11 09:19:27,2024-11-11 09:19:27
9345,1061,2022-12-19,meeting,31,2024-11-11 09:19:27,2024-11-11 09:19:27
9346,3490,2023-01-17,call,17,2024-11-11 09:19:27,2024-11-11 09:19:27
9347,9143,2023-05-28,email,42,2024-11-11 09:19:27,2024-11-11 09:19:27
9348,4825,2024-10-16,call,41,2024-11-11 09:19:27,2024-11-11 09:19:27
9349,7744,2024-08-05,call,17,2024-11-11 09:19:27,2024-11-11 09:19:27
9350,2880,2023-05-23,meeting,39,2024-11-11 09:19:27,2024-11-11 09:19:27
9351,9435,2024-07-11,email,22,2024-11-11 09:19:27,2024-11-11 09:19:27
9352,8017,2022-12-16,meeting,25,2024-11-11 09:19:27,2024-11-11 09:19:27
9353,2543,2024-01-07,call,44,2024-11-11 09:19:27,2024-11-11 09:19:27
9354,4386,2024-05-16,email,37,2024-11-11 09:19:27,2024-11-11 09:19:27
9355,8540,2024-09-22,meeting,46,2024-11-11 09:19:27,2024-11-11 09:19:27
9356,5055,2023-04-08,meeting,11,2024-11-11 09:19:27,2024-11-11 09:19:27
9357,8610,2024-10-13,email,11,2024-11-11 09:19:27,2024-11-11 09:19:27
9358,9711,2023-06-28,email,43,2024-11-11 09:19:27,2024-11-11 09:19:27
9359,7478,2024-06-11,email,4,2024-11-11 09:19:27,2024-11-11 09:19:27
9360,7077,2024-06-06,meeting,6,2024-11-11 09:19:27,2024-11-11 09:19:27
9361,4100,2024-09-08,call,27,2024-11-11 09:19:27,2024-11-11 09:19:27
9362,5060,2024-08-16,call,44,2024-11-11 09:19:27,2024-11-11 09:19:27
9363,2738,2024-09-22,call,9,2024-11-11 09:19:27,2024-11-11 09:19:27
9364,1167,2023-09-12,meeting,17,2024-11-11 09:19:27,2024-11-11 09:19:27
9365,8471,2023-04-06,call,23,2024-11-11 09:19:27,2024-11-11 09:19:27
9366,9843,2023-04-29,call,37,2024-11-11 09:19:27,2024-11-11 09:19:27
9367,4137,2023-03-29,meeting,27,2024-11-11 09:19:27,2024-11-11 09:19:27
9368,2623,2022-11-02,meeting,27,2024-11-11 09:19:27,2024-11-11 09:19:27
9369,6618,2024-07-02,meeting,46,2024-11-11 09:19:27,2024-11-11 09:19:27
9370,286,2023-01-08,meeting,8,2024-11-11 09:19:27,2024-11-11 09:19:27
9371,6442,2022-12-15,meeting,33,2024-11-11 09:19:27,2024-11-11 09:19:27
9372,7567,2022-12-21,call,9,2024-11-11 09:19:27,2024-11-11 09:19:27
9373,6372,2023-08-05,meeting,22,2024-11-11 09:19:27,2024-11-11 09:19:27
9374,126,2024-09-23,call,20,2024-11-11 09:19:27,2024-11-11 09:19:27
9375,4607,2024-05-04,meeting,8,2024-11-11 09:19:27,2024-11-11 09:19:27
9376,3024,2023-10-20,call,13,2024-11-11 09:19:27,2024-11-11 09:19:27
9377,1849,2024-04-01,meeting,14,2024-11-11 09:19:27,2024-11-11 09:19:27
9378,8976,2023-06-10,meeting,21,2024-11-11 09:19:27,2024-11-11 09:19:27
9379,5563,2023-04-29,email,48,2024-11-11 09:19:27,2024-11-11 09:19:27
9380,6927,2023-04-23,meeting,31,2024-11-11 09:19:27,2024-11-11 09:19:27
9381,240,2024-09-06,call,23,2024-11-11 09:19:27,2024-11-11 09:19:27
9382,9170,2023-12-21,email,1,2024-11-11 09:19:27,2024-11-11 09:19:27
9383,8020,2023-07-26,email,41,2024-11-11 09:19:27,2024-11-11 09:19:27
9384,4275,2023-04-25,meeting,24,2024-11-11 09:19:27,2024-11-11 09:19:27
9385,7148,2024-10-20,email,19,2024-11-11 09:19:27,2024-11-11 09:19:27
9386,9070,2023-08-29,call,41,2024-11-11 09:19:27,2024-11-11 09:19:27
9387,8202,2022-12-08,email,31,2024-11-11 09:19:27,2024-11-11 09:19:27
9388,7675,2023-09-03,call,16,2024-11-11 09:19:27,2024-11-11 09:19:27
9389,9345,2023-11-20,meeting,24,2024-11-11 09:19:27,2024-11-11 09:19:27
9390,286,2023-12-31,call,36,2024-11-11 09:19:27,2024-11-11 09:19:27
9391,5943,2023-02-05,call,30,2024-11-11 09:19:27,2024-11-11 09:19:27
9392,5092,2024-09-10,call,26,2024-11-11 09:19:27,2024-11-11 09:19:27
9393,9841,2022-11-27,meeting,19,2024-11-11 09:19:27,2024-11-11 09:19:27
9394,7614,2023-10-20,call,25,2024-11-11 09:19:27,2024-11-11 09:19:27
9395,3418,2024-05-11,meeting,45,2024-11-11 09:19:27,2024-11-11 09:19:27
9396,4907,2022-11-30,email,25,2024-11-11 09:19:27,2024-11-11 09:19:27
9397,2403,2024-08-05,call,20,2024-11-11 09:19:27,2024-11-11 09:19:27
9398,660,2024-02-06,meeting,49,2024-11-11 09:19:27,2024-11-11 09:19:27
9399,6119,2024-04-06,email,45,2024-11-11 09:19:27,2024-11-11 09:19:27
9400,2954,2023-01-11,call,28,2024-11-11 09:19:27,2024-11-11 09:19:27
9401,1280,2023-02-01,email,20,2024-11-11 09:19:27,2024-11-11 09:19:27
9402,4870,2023-08-08,meeting,18,2024-11-11 09:19:27,2024-11-11 09:19:27
9403,9559,2024-04-13,email,4,2024-11-11 09:19:27,2024-11-11 09:19:27
9404,3246,2024-02-14,meeting,34,2024-11-11 09:19:27,2024-11-11 09:19:27
9405,5012,2023-05-25,call,49,2024-11-11 09:19:27,2024-11-11 09:19:27
9406,6922,2023-07-22,email,42,2024-11-11 09:19:27,2024-11-11 09:19:27
9407,5387,2024-04-14,call,30,2024-11-11 09:19:27,2024-11-11 09:19:27
9408,8029,2024-03-14,call,32,2024-11-11 09:19:27,2024-11-11 09:19:27
9409,5103,2023-08-16,email,3,2024-11-11 09:19:27,2024-11-11 09:19:27
9410,8950,2023-12-21,email,29,2024-11-11 09:19:27,2024-11-11 09:19:27
9411,3164,2023-04-05,meeting,30,2024-11-11 09:19:27,2024-11-11 09:19:27
9412,9658,2023-02-09,call,35,2024-11-11 09:19:27,2024-11-11 09:19:27
9413,1867,2023-12-26,meeting,13,2024-11-11 09:19:27,2024-11-11 09:19:27
9414,7594,2024-05-24,email,1,2024-11-11 09:19:27,2024-11-11 09:19:27
9415,300,2023-10-31,meeting,25,2024-11-11 09:19:27,2024-11-11 09:19:27
9416,5659,2023-11-17,call,28,2024-11-11 09:19:27,2024-11-11 09:19:27
9417,4633,2023-11-14,meeting,49,2024-11-11 09:19:27,2024-11-11 09:19:27
9418,381,2024-08-31,call,48,2024-11-11 09:19:27,2024-11-11 09:19:27
9419,8080,2023-03-06,email,35,2024-11-11 09:19:27,2024-11-11 09:19:27
9420,2990,2023-02-19,email,19,2024-11-11 09:19:27,2024-11-11 09:19:27
9421,761,2024-04-15,meeting,45,2024-11-11 09:19:27,2024-11-11 09:19:27
9422,9716,2024-09-08,call,14,2024-11-11 09:19:27,2024-11-11 09:19:27
9423,8235,2024-05-25,call,40,2024-11-11 09:19:27,2024-11-11 09:19:27
9424,9851,2023-08-30,meeting,50,2024-11-11 09:19:27,2024-11-11 09:19:27
9425,8216,2022-12-06,call,38,2024-11-11 09:19:27,2024-11-11 09:19:27
9426,375,2023-12-29,email,34,2024-11-11 09:19:27,2024-11-11 09:19:27
9427,9450,2024-05-02,meeting,35,2024-11-11 09:19:27,2024-11-11 09:19:27
9428,1564,2024-03-27,email,22,2024-11-11 09:19:27,2024-11-11 09:19:27
9429,9707,2024-05-14,call,46,2024-11-11 09:19:27,2024-11-11 09:19:27
9430,5529,2023-08-06,meeting,34,2024-11-11 09:19:27,2024-11-11 09:19:27
9431,1286,2023-05-30,meeting,36,2024-11-11 09:19:27,2024-11-11 09:19:27
9432,5054,2024-10-13,call,25,2024-11-11 09:19:27,2024-11-11 09:19:27
9433,3194,2023-05-11,call,19,2024-11-11 09:19:27,2024-11-11 09:19:27
9434,4826,2023-08-26,meeting,20,2024-11-11 09:19:27,2024-11-11 09:19:27
9435,7778,2023-07-02,email,14,2024-11-11 09:19:27,2024-11-11 09:19:27
9436,1312,2024-08-01,email,6,2024-11-11 09:19:27,2024-11-11 09:19:27
9437,540,2024-07-29,call,15,2024-11-11 09:19:27,2024-11-11 09:19:27
9438,1909,2023-07-01,call,7,2024-11-11 09:19:27,2024-11-11 09:19:27
9439,9066,2022-12-30,meeting,32,2024-11-11 09:19:27,2024-11-11 09:19:27
9440,3712,2023-03-18,call,9,2024-11-11 09:19:27,2024-11-11 09:19:27
9441,9695,2024-08-26,call,27,2024-11-11 09:19:27,2024-11-11 09:19:27
9442,2100,2023-08-25,call,50,2024-11-11 09:19:27,2024-11-11 09:19:27
9443,3024,2024-09-04,email,44,2024-11-11 09:19:27,2024-11-11 09:19:27
9444,8573,2023-04-22,call,46,2024-11-11 09:19:27,2024-11-11 09:19:27
9445,1497,2024-06-02,meeting,50,2024-11-11 09:19:27,2024-11-11 09:19:27
9446,7367,2024-09-27,call,13,2024-11-11 09:19:27,2024-11-11 09:19:27
9447,3616,2023-01-12,meeting,50,2024-11-11 09:19:27,2024-11-11 09:19:27
9448,9530,2023-05-10,meeting,36,2024-11-11 09:19:27,2024-11-11 09:19:27
9449,6087,2023-05-07,call,23,2024-11-11 09:19:27,2024-11-11 09:19:27
9450,2463,2023-06-10,meeting,13,2024-11-11 09:19:27,2024-11-11 09:19:27
9451,5504,2023-05-10,call,21,2024-11-11 09:19:27,2024-11-11 09:19:27
9452,8045,2024-03-16,meeting,25,2024-11-11 09:19:27,2024-11-11 09:19:27
9453,7228,2023-07-05,email,38,2024-11-11 09:19:27,2024-11-11 09:19:27
9454,6728,2024-08-19,call,11,2024-11-11 09:19:27,2024-11-11 09:19:27
9455,8355,2023-03-28,call,12,2024-11-11 09:19:27,2024-11-11 09:19:27
9456,2093,2024-07-30,call,38,2024-11-11 09:19:27,2024-11-11 09:19:27
9457,5769,2024-04-25,call,10,2024-11-11 09:19:27,2024-11-11 09:19:27
9458,8658,2023-01-23,email,48,2024-11-11 09:19:27,2024-11-11 09:19:27
9459,28,2023-02-10,call,4,2024-11-11 09:19:27,2024-11-11 09:19:27
9460,2515,2024-03-24,email,38,2024-11-11 09:19:27,2024-11-11 09:19:27
9461,584,2023-12-15,meeting,6,2024-11-11 09:19:27,2024-11-11 09:19:27
9462,4026,2022-12-27,email,29,2024-11-11 09:19:27,2024-11-11 09:19:27
9463,5078,2024-06-26,email,5,2024-11-11 09:19:27,2024-11-11 09:19:27
9464,4463,2024-09-02,call,46,2024-11-11 09:19:27,2024-11-11 09:19:27
9465,912,2023-03-25,email,20,2024-11-11 09:19:27,2024-11-11 09:19:27
9466,4751,2024-05-31,email,32,2024-11-11 09:19:27,2024-11-11 09:19:27
9467,5091,2024-05-30,meeting,17,2024-11-11 09:19:27,2024-11-11 09:19:27
9468,7617,2023-11-18,meeting,28,2024-11-11 09:19:27,2024-11-11 09:19:27
9469,3656,2023-01-13,call,33,2024-11-11 09:19:27,2024-11-11 09:19:27
9470,9498,2023-08-29,email,40,2024-11-11 09:19:27,2024-11-11 09:19:27
9471,1633,2022-12-27,email,18,2024-11-11 09:19:27,2024-11-11 09:19:27
9472,8561,2023-09-04,meeting,39,2024-11-11 09:19:27,2024-11-11 09:19:27
9473,6642,2023-08-02,email,31,2024-11-11 09:19:27,2024-11-11 09:19:27
9474,2539,2023-09-30,meeting,29,2024-11-11 09:19:27,2024-11-11 09:19:27
9475,4976,2023-09-26,meeting,38,2024-11-11 09:19:27,2024-11-11 09:19:27
9476,3264,2024-09-18,email,25,2024-11-11 09:19:27,2024-11-11 09:19:27
9477,2231,2023-10-18,call,24,2024-11-11 09:19:27,2024-11-11 09:19:27
9478,6621,2024-05-12,meeting,11,2024-11-11 09:19:27,2024-11-11 09:19:27
9479,3239,2022-12-12,call,44,2024-11-11 09:19:27,2024-11-11 09:19:27
9480,8839,2022-10-24,call,8,2024-11-11 09:19:27,2024-11-11 09:19:27
9481,3988,2023-12-08,meeting,37,2024-11-11 09:19:27,2024-11-11 09:19:27
