StageID,OpportunityID,StageName,StageStartDate,StageEndDate,created_at,updated_at
7943,2302,discovery,2024-07-24,2024-01-21,2024-11-11 09:19:27,2024-11-11 09:19:27
7944,9373,proposal,2023-02-21,2024-03-24,2024-11-11 09:19:27,2024-11-11 09:19:27
7945,2236,discovery,2023-05-29,2024-01-22,2024-11-11 09:19:27,2024-11-11 09:19:27
7946,6013,proposal,2023-08-02,2024-04-28,2024-11-11 09:19:27,2024-11-11 09:19:27
7947,3388,negotiation,2023-02-06,2023-03-13,2024-11-11 09:19:27,2024-11-11 09:19:27
7948,7367,proposal,2023-09-09,2023-03-24,2024-11-11 09:19:27,2024-11-11 09:19:27
7949,7133,proposal,2024-09-23,2022-11-16,2024-11-11 09:19:27,2024-11-11 09:19:27
7950,3973,negotiation,2023-06-13,2022-11-03,2024-11-11 09:19:27,2024-11-11 09:19:27
7951,1247,proposal,2023-12-12,2023-05-14,2024-11-11 09:19:27,2024-11-11 09:19:27
7952,8087,proposal,2023-05-28,2024-09-26,2024-11-11 09:19:27,2024-11-11 09:19:27
7953,2097,negotiation,2024-05-17,2024-02-14,2024-11-11 09:19:27,2024-11-11 09:19:27
7954,9402,discovery,2023-12-20,2023-04-24,2024-11-11 09:19:27,2024-11-11 09:19:27
7955,83,negotiation,2024-02-14,2023-10-04,2024-11-11 09:19:27,2024-11-11 09:19:27
7956,2148,negotiation,2023-03-24,2024-10-12,2024-11-11 09:19:27,2024-11-11 09:19:27
7957,6165,discovery,2023-12-06,2024-09-22,2024-11-11 09:19:27,2024-11-11 09:19:27
7958,1016,discovery,2023-08-14,2023-03-11,2024-11-11 09:19:27,2024-11-11 09:19:27
7959,778,discovery,2023-12-22,2024-03-30,2024-11-11 09:19:27,2024-11-11 09:19:27
7960,4323,negotiation,2023-03-27,2022-12-27,2024-11-11 09:19:27,2024-11-11 09:19:27
7961,8991,discovery,2022-11-06,2023-10-09,2024-11-11 09:19:27,2024-11-11 09:19:27
7962,2999,negotiation,2023-07-01,2024-07-27,2024-11-11 09:19:27,2024-11-11 09:19:27
7963,7709,proposal,2022-12-14,2024-05-29,2024-11-11 09:19:27,2024-11-11 09:19:27
7964,582,discovery,2022-12-17,2024-06-30,2024-11-11 09:19:27,2024-11-11 09:19:27
7965,1431,negotiation,2023-05-11,2023-03-09,2024-11-11 09:19:27,2024-11-11 09:19:27
7966,2473,proposal,2023-11-26,2023-02-19,2024-11-11 09:19:27,2024-11-11 09:19:27
7967,4244,negotiation,2023-06-29,2023-09-20,2024-11-11 09:19:27,2024-11-11 09:19:27
7968,8355,proposal,2024-02-23,2024-08-19,2024-11-11 09:19:27,2024-11-11 09:19:27
7969,3274,negotiation,2024-04-17,2022-12-25,2024-11-11 09:19:27,2024-11-11 09:19:27
7970,4827,negotiation,2023-07-30,2023-11-25,2024-11-11 09:19:27,2024-11-11 09:19:27
7971,8188,proposal,2023-11-15,2023-09-20,2024-11-11 09:19:27,2024-11-11 09:19:27
7972,2891,discovery,2024-02-06,2023-02-12,2024-11-11 09:19:27,2024-11-11 09:19:27
7973,6294,proposal,2023-09-05,2024-08-17,2024-11-11 09:19:27,2024-11-11 09:19:27
7974,310,discovery,2024-04-20,2023-03-31,2024-11-11 09:19:27,2024-11-11 09:19:27
7975,9145,negotiation,2023-12-04,2022-11-28,2024-11-11 09:19:27,2024-11-11 09:19:27
7976,9224,negotiation,2024-02-23,2023-01-31,2024-11-11 09:19:27,2024-11-11 09:19:27
7977,181,negotiation,2024-01-05,2024-03-19,2024-11-11 09:19:27,2024-11-11 09:19:27
7978,5089,discovery,2023-06-04,2023-09-19,2024-11-11 09:19:27,2024-11-11 09:19:27
7979,526,negotiation,2024-06-24,2024-07-19,2024-11-11 09:19:27,2024-11-11 09:19:27
7980,1996,discovery,2023-09-30,2023-01-21,2024-11-11 09:19:27,2024-11-11 09:19:27
7981,5787,discovery,2023-06-26,2022-12-17,2024-11-11 09:19:27,2024-11-11 09:19:27
7982,7216,proposal,2023-01-10,2023-12-25,2024-11-11 09:19:27,2024-11-11 09:19:27
7983,3274,proposal,2023-06-11,2022-10-25,2024-11-11 09:19:27,2024-11-11 09:19:27
7984,4365,discovery,2024-05-27,2024-01-08,2024-11-11 09:19:27,2024-11-11 09:19:27
7985,8079,negotiation,2023-01-19,2023-07-09,2024-11-11 09:19:27,2024-11-11 09:19:27
7986,5625,proposal,2022-11-18,2023-02-28,2024-11-11 09:19:27,2024-11-11 09:19:27
7987,9828,proposal,2023-01-26,2024-07-18,2024-11-11 09:19:27,2024-11-11 09:19:27
7988,2861,proposal,2024-04-06,2024-10-14,2024-11-11 09:19:27,2024-11-11 09:19:27
7989,6388,discovery,2024-08-10,2022-10-23,2024-11-11 09:19:27,2024-11-11 09:19:27
7990,4060,discovery,2023-05-08,2024-06-17,2024-11-11 09:19:27,2024-11-11 09:19:27
7991,8627,negotiation,2024-03-04,2023-11-14,2024-11-11 09:19:27,2024-11-11 09:19:27
7992,7011,proposal,2023-05-10,2024-01-20,2024-11-11 09:19:27,2024-11-11 09:19:27
7993,174,proposal,2023-09-29,2022-10-27,2024-11-11 09:19:27,2024-11-11 09:19:27
7994,9408,proposal,2023-11-04,2023-05-04,2024-11-11 09:19:27,2024-11-11 09:19:27
7995,549,discovery,2022-10-22,2024-07-10,2024-11-11 09:19:27,2024-11-11 09:19:27
7996,6717,negotiation,2022-12-02,2024-05-27,2024-11-11 09:19:27,2024-11-11 09:19:27
7997,2467,discovery,2023-08-23,2023-02-28,2024-11-11 09:19:27,2024-11-11 09:19:27
7998,5666,proposal,2023-05-28,2023-08-27,2024-11-11 09:19:27,2024-11-11 09:19:27
7999,3348,negotiation,2023-11-29,2024-05-04,2024-11-11 09:19:27,2024-11-11 09:19:27
8000,9895,negotiation,2023-11-02,2023-02-06,2024-11-11 09:19:27,2024-11-11 09:19:27
8001,6215,discovery,2022-11-21,2024-05-08,2024-11-11 09:19:27,2024-11-11 09:19:27
8002,3748,discovery,2023-11-22,2023-07-02,2024-11-11 09:19:27,2024-11-11 09:19:27
8003,3983,proposal,2023-12-29,2023-08-20,2024-11-11 09:19:27,2024-11-11 09:19:27
8004,7951,discovery,2024-07-25,2024-04-10,2024-11-11 09:19:27,2024-11-11 09:19:27
8005,7203,proposal,2022-12-21,2023-08-22,2024-11-11 09:19:27,2024-11-11 09:19:27
8006,3190,negotiation,2023-02-23,2024-07-28,2024-11-11 09:19:27,2024-11-11 09:19:27
8007,8456,proposal,2023-10-08,2024-04-07,2024-11-11 09:19:27,2024-11-11 09:19:27
8008,6457,discovery,2023-03-02,2023-04-04,2024-11-11 09:19:27,2024-11-11 09:19:27
8009,6654,proposal,2024-04-03,2023-06-04,2024-11-11 09:19:27,2024-11-11 09:19:27
8010,3641,proposal,2024-08-11,2023-04-28,2024-11-11 09:19:27,2024-11-11 09:19:27
8011,4585,proposal,2024-10-20,2023-07-14,2024-11-11 09:19:27,2024-11-11 09:19:27
8012,5503,negotiation,2024-02-21,2023-05-01,2024-11-11 09:19:27,2024-11-11 09:19:27
8013,9040,proposal,2023-01-21,2024-01-31,2024-11-11 09:19:27,2024-11-11 09:19:27
8014,7064,discovery,2024-08-13,2023-03-13,2024-11-11 09:19:27,2024-11-11 09:19:27
8015,1767,negotiation,2023-07-19,2023-11-25,2024-11-11 09:19:27,2024-11-11 09:19:27
8016,4035,discovery,2022-12-26,2023-05-28,2024-11-11 09:19:27,2024-11-11 09:19:27
8017,1608,discovery,2023-07-10,2023-01-30,2024-11-11 09:19:27,2024-11-11 09:19:27
8018,8879,proposal,2024-02-10,2023-02-18,2024-11-11 09:19:27,2024-11-11 09:19:27
8019,3143,discovery,2024-09-20,2023-09-28,2024-11-11 09:19:27,2024-11-11 09:19:27
8020,7543,discovery,2023-02-09,2024-02-03,2024-11-11 09:19:27,2024-11-11 09:19:27
8021,8796,discovery,2024-06-10,2023-09-21,2024-11-11 09:19:27,2024-11-11 09:19:27
8022,6522,negotiation,2023-02-17,2023-05-07,2024-11-11 09:19:27,2024-11-11 09:19:27
8023,2029,discovery,2023-03-24,2023-12-13,2024-11-11 09:19:27,2024-11-11 09:19:27
8024,3727,discovery,2024-07-01,2023-08-22,2024-11-11 09:19:27,2024-11-11 09:19:27
8025,2239,negotiation,2023-11-25,2024-10-15,2024-11-11 09:19:27,2024-11-11 09:19:27
8026,3694,proposal,2024-06-28,2023-07-15,2024-11-11 09:19:27,2024-11-11 09:19:27
8027,4546,negotiation,2022-11-06,2023-11-07,2024-11-11 09:19:27,2024-11-11 09:19:27
8028,3622,proposal,2024-10-07,2024-03-19,2024-11-11 09:19:27,2024-11-11 09:19:27
8029,2176,negotiation,2022-11-26,2023-03-14,2024-11-11 09:19:27,2024-11-11 09:19:27
8030,3437,proposal,2024-08-30,2024-07-03,2024-11-11 09:19:27,2024-11-11 09:19:27
8031,6733,discovery,2022-12-18,2023-01-24,2024-11-11 09:19:27,2024-11-11 09:19:27
8032,6824,discovery,2023-12-06,2023-07-22,2024-11-11 09:19:27,2024-11-11 09:19:27
8033,2711,negotiation,2023-11-16,2024-09-27,2024-11-11 09:19:27,2024-11-11 09:19:27
8034,91,negotiation,2022-10-24,2023-11-08,2024-11-11 09:19:27,2024-11-11 09:19:27
8035,1221,discovery,2023-05-24,2024-04-10,2024-11-11 09:19:27,2024-11-11 09:19:27
8036,4511,proposal,2024-06-23,2024-02-17,2024-11-11 09:19:27,2024-11-11 09:19:27
8037,4166,negotiation,2023-06-13,2024-08-23,2024-11-11 09:19:27,2024-11-11 09:19:27
8038,8165,proposal,2024-01-21,2023-12-18,2024-11-11 09:19:27,2024-11-11 09:19:27
8039,544,proposal,2022-11-14,2024-07-03,2024-11-11 09:19:27,2024-11-11 09:19:27
8040,7983,negotiation,2024-06-27,2024-03-10,2024-11-11 09:19:27,2024-11-11 09:19:27
8041,678,proposal,2023-05-30,2023-09-09,2024-11-11 09:19:27,2024-11-11 09:19:27
8042,2242,proposal,2023-11-28,2023-02-21,2024-11-11 09:19:27,2024-11-11 09:19:27
8043,7122,discovery,2024-05-24,2023-08-29,2024-11-11 09:19:27,2024-11-11 09:19:27
8044,1060,negotiation,2024-04-26,2023-07-05,2024-11-11 09:19:27,2024-11-11 09:19:27
8045,9191,discovery,2024-01-23,2023-03-02,2024-11-11 09:19:27,2024-11-11 09:19:27
8046,1530,proposal,2023-04-09,2023-11-20,2024-11-11 09:19:27,2024-11-11 09:19:27
8047,6863,negotiation,2024-01-21,2023-03-25,2024-11-11 09:19:27,2024-11-11 09:19:27
8048,2348,discovery,2023-09-03,2023-02-06,2024-11-11 09:19:27,2024-11-11 09:19:27
8049,3415,proposal,2023-03-13,2024-06-19,2024-11-11 09:19:27,2024-11-11 09:19:27
8050,9418,discovery,2024-09-04,2024-05-05,2024-11-11 09:19:27,2024-11-11 09:19:27
8051,6724,proposal,2024-06-18,2024-06-20,2024-11-11 09:19:27,2024-11-11 09:19:27
8052,5440,discovery,2023-07-02,2024-02-15,2024-11-11 09:19:27,2024-11-11 09:19:27
8053,5203,negotiation,2022-12-13,2024-02-08,2024-11-11 09:19:27,2024-11-11 09:19:27
8054,2218,discovery,2023-01-16,2024-03-31,2024-11-11 09:19:27,2024-11-11 09:19:27
8055,6217,discovery,2024-02-20,2022-11-14,2024-11-11 09:19:27,2024-11-11 09:19:27
8056,9807,discovery,2023-05-23,2024-04-29,2024-11-11 09:19:27,2024-11-11 09:19:27
8057,667,negotiation,2024-01-21,2024-04-22,2024-11-11 09:19:27,2024-11-11 09:19:27
8058,7281,negotiation,2024-09-21,2023-10-17,2024-11-11 09:19:27,2024-11-11 09:19:27
8059,2335,proposal,2023-01-03,2023-02-02,2024-11-11 09:19:27,2024-11-11 09:19:27
8060,8761,discovery,2023-05-22,2023-12-01,2024-11-11 09:19:27,2024-11-11 09:19:27
8061,974,discovery,2023-02-27,2024-05-15,2024-11-11 09:19:27,2024-11-11 09:19:27
8062,8627,discovery,2023-04-23,2024-10-05,2024-11-11 09:19:27,2024-11-11 09:19:27
8063,2981,proposal,2024-07-13,2023-09-18,2024-11-11 09:19:27,2024-11-11 09:19:27
8064,4058,proposal,2023-11-11,2024-03-25,2024-11-11 09:19:27,2024-11-11 09:19:27
8065,7208,proposal,2023-10-25,2024-07-10,2024-11-11 09:19:27,2024-11-11 09:19:27
8066,9772,negotiation,2022-11-10,2024-02-10,2024-11-11 09:19:27,2024-11-11 09:19:27
8067,6616,negotiation,2023-04-16,2022-12-06,2024-11-11 09:19:27,2024-11-11 09:19:27
8068,7948,proposal,2022-11-28,2023-02-13,2024-11-11 09:19:27,2024-11-11 09:19:27
8069,5898,proposal,2024-09-16,2023-03-28,2024-11-11 09:19:27,2024-11-11 09:19:27
8070,3750,negotiation,2024-09-16,2024-03-23,2024-11-11 09:19:27,2024-11-11 09:19:27
8071,9847,proposal,2024-04-27,2023-12-21,2024-11-11 09:19:27,2024-11-11 09:19:27
8072,1556,discovery,2024-02-01,2024-08-27,2024-11-11 09:19:27,2024-11-11 09:19:27
8073,8283,discovery,2023-01-15,2023-10-26,2024-11-11 09:19:27,2024-11-11 09:19:27
8074,9891,discovery,2024-04-19,2022-12-23,2024-11-11 09:19:27,2024-11-11 09:19:27
8075,2595,discovery,2024-02-16,2023-10-07,2024-11-11 09:19:27,2024-11-11 09:19:27
8076,8590,discovery,2023-09-06,2023-12-17,2024-11-11 09:19:27,2024-11-11 09:19:27
8077,390,proposal,2023-10-11,2024-09-02,2024-11-11 09:19:27,2024-11-11 09:19:27
8078,4288,discovery,2022-10-24,2023-05-17,2024-11-11 09:19:27,2024-11-11 09:19:27
8079,1312,discovery,2022-12-14,2024-03-01,2024-11-11 09:19:27,2024-11-11 09:19:27
8080,7907,discovery,2023-12-08,2022-11-09,2024-11-11 09:19:27,2024-11-11 09:19:27
8081,4081,discovery,2023-01-24,2023-02-12,2024-11-11 09:19:27,2024-11-11 09:19:27
8082,8285,negotiation,2024-02-23,2023-03-03,2024-11-11 09:19:27,2024-11-11 09:19:27
8083,4070,negotiation,2022-11-24,2023-05-14,2024-11-11 09:19:27,2024-11-11 09:19:27
8084,1714,discovery,2023-02-01,2023-03-05,2024-11-11 09:19:27,2024-11-11 09:19:27
8085,1921,discovery,2023-07-03,2023-09-29,2024-11-11 09:19:27,2024-11-11 09:19:27
8086,1532,discovery,2023-12-10,2023-03-15,2024-11-11 09:19:27,2024-11-11 09:19:27
8087,2244,proposal,2023-07-23,2024-06-29,2024-11-11 09:19:27,2024-11-11 09:19:27
8088,5735,proposal,2023-05-20,2023-09-01,2024-11-11 09:19:27,2024-11-11 09:19:27
8089,7084,negotiation,2023-08-10,2023-04-24,2024-11-11 09:19:27,2024-11-11 09:19:27
8090,7969,proposal,2023-05-04,2023-09-20,2024-11-11 09:19:27,2024-11-11 09:19:27
8091,3505,discovery,2024-01-14,2023-10-28,2024-11-11 09:19:27,2024-11-11 09:19:27
8092,1238,discovery,2023-11-28,2022-10-23,2024-11-11 09:19:27,2024-11-11 09:19:27
8093,5300,discovery,2024-07-10,2024-08-07,2024-11-11 09:19:27,2024-11-11 09:19:27
8094,393,negotiation,2023-01-21,2024-05-08,2024-11-11 09:19:27,2024-11-11 09:19:27
8095,5771,proposal,2023-04-26,2023-02-07,2024-11-11 09:19:27,2024-11-11 09:19:27
8096,682,proposal,2023-03-24,2023-05-04,2024-11-11 09:19:27,2024-11-11 09:19:27
8097,7110,proposal,2023-06-04,2023-12-25,2024-11-11 09:19:27,2024-11-11 09:19:27
8098,5822,discovery,2022-11-27,2023-07-01,2024-11-11 09:19:27,2024-11-11 09:19:27
8099,3183,proposal,2022-11-14,2023-10-21,2024-11-11 09:19:27,2024-11-11 09:19:27
8100,7758,proposal,2024-03-19,2024-06-07,2024-11-11 09:19:27,2024-11-11 09:19:27
8101,4995,discovery,2022-12-28,2023-07-25,2024-11-11 09:19:27,2024-11-11 09:19:27
8102,738,negotiation,2023-09-09,2022-12-24,2024-11-11 09:19:27,2024-11-11 09:19:27
8103,1165,discovery,2023-09-24,2024-02-21,2024-11-11 09:19:27,2024-11-11 09:19:27
8104,172,negotiation,2023-05-15,2024-06-01,2024-11-11 09:19:27,2024-11-11 09:19:27
8105,8848,negotiation,2024-10-16,2024-04-01,2024-11-11 09:19:27,2024-11-11 09:19:27
8106,1169,proposal,2023-07-29,2023-01-05,2024-11-11 09:19:27,2024-11-11 09:19:27
8107,3003,discovery,2022-12-19,2023-05-16,2024-11-11 09:19:27,2024-11-11 09:19:27
8108,5340,discovery,2023-09-21,2024-02-25,2024-11-11 09:19:27,2024-11-11 09:19:27
8109,7821,discovery,2023-09-04,2024-02-23,2024-11-11 09:19:27,2024-11-11 09:19:27
8110,5301,negotiation,2024-04-15,2024-09-22,2024-11-11 09:19:27,2024-11-11 09:19:27
8111,3356,proposal,2023-07-17,2023-11-05,2024-11-11 09:19:27,2024-11-11 09:19:27
8112,1816,negotiation,2024-05-29,2024-07-19,2024-11-11 09:19:27,2024-11-11 09:19:27
8113,3603,discovery,2024-02-26,2023-12-16,2024-11-11 09:19:27,2024-11-11 09:19:27
8114,3509,negotiation,2024-05-17,2024-09-14,2024-11-11 09:19:27,2024-11-11 09:19:27
8115,9934,proposal,2023-02-08,2024-07-25,2024-11-11 09:19:27,2024-11-11 09:19:27
8116,5396,discovery,2022-12-15,2023-10-09,2024-11-11 09:19:27,2024-11-11 09:19:27
8117,1319,proposal,2022-11-04,2023-04-12,2024-11-11 09:19:27,2024-11-11 09:19:27
8118,7415,discovery,2024-08-22,2023-01-19,2024-11-11 09:19:27,2024-11-11 09:19:27
8119,1714,negotiation,2024-05-12,2023-05-24,2024-11-11 09:19:27,2024-11-11 09:19:27
8120,866,discovery,2023-01-11,2023-12-17,2024-11-11 09:19:27,2024-11-11 09:19:27
8121,9568,discovery,2024-05-14,2022-12-22,2024-11-11 09:19:27,2024-11-11 09:19:27
8122,3958,discovery,2023-06-09,2024-08-23,2024-11-11 09:19:27,2024-11-11 09:19:27
8123,7061,negotiation,2024-03-15,2023-12-03,2024-11-11 09:19:27,2024-11-11 09:19:27
8124,4328,proposal,2023-04-15,2024-01-07,2024-11-11 09:19:27,2024-11-11 09:19:27
8125,9347,negotiation,2023-10-03,2024-01-11,2024-11-11 09:19:27,2024-11-11 09:19:27
8126,1448,proposal,2023-03-27,2023-03-19,2024-11-11 09:19:27,2024-11-11 09:19:27
8127,1420,discovery,2023-08-20,2023-02-25,2024-11-11 09:19:27,2024-11-11 09:19:27
8128,1133,proposal,2024-08-02,2023-05-23,2024-11-11 09:19:27,2024-11-11 09:19:27
8129,262,discovery,2024-07-22,2023-11-06,2024-11-11 09:19:27,2024-11-11 09:19:27
8130,99,negotiation,2024-01-01,2023-07-30,2024-11-11 09:19:27,2024-11-11 09:19:27
8131,6696,proposal,2023-07-25,2023-05-25,2024-11-11 09:19:27,2024-11-11 09:19:27
8132,8503,negotiation,2023-02-01,2023-12-22,2024-11-11 09:19:27,2024-11-11 09:19:27
8133,3823,proposal,2022-10-31,2023-09-27,2024-11-11 09:19:27,2024-11-11 09:19:27
8134,386,discovery,2024-02-08,2023-11-03,2024-11-11 09:19:27,2024-11-11 09:19:27
8135,3708,proposal,2024-02-24,2023-04-22,2024-11-11 09:19:27,2024-11-11 09:19:27
8136,5731,proposal,2024-10-16,2024-10-13,2024-11-11 09:19:27,2024-11-11 09:19:27
8137,6994,negotiation,2022-11-09,2023-05-29,2024-11-11 09:19:27,2024-11-11 09:19:27
8138,3159,negotiation,2023-01-17,2023-03-20,2024-11-11 09:19:27,2024-11-11 09:19:27
8139,1410,negotiation,2024-07-23,2024-08-26,2024-11-11 09:19:27,2024-11-11 09:19:27
8140,3503,discovery,2023-04-01,2024-10-08,2024-11-11 09:19:27,2024-11-11 09:19:27
8141,7141,proposal,2024-09-08,2023-03-31,2024-11-11 09:19:27,2024-11-11 09:19:27
8142,2631,proposal,2023-07-01,2024-02-14,2024-11-11 09:19:27,2024-11-11 09:19:27
8143,2538,proposal,2023-04-05,2023-03-15,2024-11-11 09:19:27,2024-11-11 09:19:27
8144,5166,discovery,2023-02-17,2022-12-10,2024-11-11 09:19:27,2024-11-11 09:19:27
8145,5215,proposal,2023-12-21,2024-10-14,2024-11-11 09:19:27,2024-11-11 09:19:27
8146,6811,discovery,2023-05-21,2023-07-14,2024-11-11 09:19:27,2024-11-11 09:19:27
8147,1325,discovery,2022-12-19,2023-02-03,2024-11-11 09:19:27,2024-11-11 09:19:27
8148,8911,negotiation,2024-07-10,2023-06-12,2024-11-11 09:19:27,2024-11-11 09:19:27
8149,2989,negotiation,2023-02-27,2024-09-18,2024-11-11 09:19:27,2024-11-11 09:19:27
8150,8929,negotiation,2023-08-04,2023-10-16,2024-11-11 09:19:27,2024-11-11 09:19:27
8151,8378,discovery,2023-05-11,2023-03-14,2024-11-11 09:19:27,2024-11-11 09:19:27
8152,7553,proposal,2022-12-20,2024-01-04,2024-11-11 09:19:27,2024-11-11 09:19:27
8153,7465,proposal,2023-03-28,2023-05-23,2024-11-11 09:19:27,2024-11-11 09:19:27
8154,1191,discovery,2023-08-05,2024-08-22,2024-11-11 09:19:27,2024-11-11 09:19:27
8155,9796,discovery,2023-06-28,2022-11-28,2024-11-11 09:19:27,2024-11-11 09:19:27
8156,6395,proposal,2022-12-30,2023-10-08,2024-11-11 09:19:27,2024-11-11 09:19:27
8157,3649,negotiation,2023-07-06,2023-06-27,2024-11-11 09:19:27,2024-11-11 09:19:27
8158,7464,negotiation,2024-01-22,2024-10-05,2024-11-11 09:19:27,2024-11-11 09:19:27
8159,9099,negotiation,2024-03-09,2023-12-05,2024-11-11 09:19:27,2024-11-11 09:19:27
8160,9422,discovery,2024-05-07,2024-01-11,2024-11-11 09:19:27,2024-11-11 09:19:27
8161,4923,negotiation,2023-12-02,2023-05-17,2024-11-11 09:19:27,2024-11-11 09:19:27
8162,7374,discovery,2023-09-14,2023-10-31,2024-11-11 09:19:27,2024-11-11 09:19:27
8163,6879,negotiation,2023-06-14,2024-07-26,2024-11-11 09:19:27,2024-11-11 09:19:27
8164,3054,discovery,2023-10-08,2023-07-13,2024-11-11 09:19:27,2024-11-11 09:19:27
8165,6214,proposal,2024-05-18,2023-08-02,2024-11-11 09:19:27,2024-11-11 09:19:27
8166,830,proposal,2024-06-11,2023-11-06,2024-11-11 09:19:27,2024-11-11 09:19:27
8167,1546,negotiation,2023-02-26,2023-03-10,2024-11-11 09:19:27,2024-11-11 09:19:27
8168,4058,negotiation,2024-01-05,2024-02-21,2024-11-11 09:19:27,2024-11-11 09:19:27
8169,9513,negotiation,2022-11-23,2023-05-09,2024-11-11 09:19:27,2024-11-11 09:19:27
8170,9337,proposal,2023-03-15,2023-04-17,2024-11-11 09:19:27,2024-11-11 09:19:27
8171,2165,negotiation,2024-09-04,2023-11-10,2024-11-11 09:19:27,2024-11-11 09:19:27
8172,2203,proposal,2024-07-01,2023-07-07,2024-11-11 09:19:27,2024-11-11 09:19:27
8173,6254,proposal,2024-02-22,2024-10-11,2024-11-11 09:19:27,2024-11-11 09:19:27
8174,6124,negotiation,2023-03-03,2023-12-29,2024-11-11 09:19:27,2024-11-11 09:19:27
8175,4185,proposal,2024-02-04,2024-03-11,2024-11-11 09:19:27,2024-11-11 09:19:27
8176,6809,negotiation,2023-11-13,2024-07-16,2024-11-11 09:19:27,2024-11-11 09:19:27
8177,8910,negotiation,2023-09-09,2024-04-04,2024-11-11 09:19:27,2024-11-11 09:19:27
8178,7739,negotiation,2024-05-20,2024-03-24,2024-11-11 09:19:27,2024-11-11 09:19:27
8179,7419,negotiation,2023-09-15,2023-11-22,2024-11-11 09:19:27,2024-11-11 09:19:27
8180,3074,proposal,2024-10-05,2022-12-21,2024-11-11 09:19:27,2024-11-11 09:19:27
8181,9447,negotiation,2024-03-21,2024-06-17,2024-11-11 09:19:27,2024-11-11 09:19:27
8182,1369,discovery,2024-07-27,2023-09-18,2024-11-11 09:19:27,2024-11-11 09:19:27
8183,1548,discovery,2023-07-17,2023-09-05,2024-11-11 09:19:27,2024-11-11 09:19:27
8184,1308,negotiation,2023-12-08,2024-01-21,2024-11-11 09:19:27,2024-11-11 09:19:27
8185,2103,discovery,2024-04-18,2023-01-08,2024-11-11 09:19:27,2024-11-11 09:19:27
8186,2925,discovery,2022-11-03,2024-05-14,2024-11-11 09:19:27,2024-11-11 09:19:27
8187,2707,proposal,2023-10-24,2024-01-21,2024-11-11 09:19:27,2024-11-11 09:19:27
8188,481,proposal,2024-06-20,2023-06-03,2024-11-11 09:19:27,2024-11-11 09:19:27
8189,638,negotiation,2022-12-18,2024-07-02,2024-11-11 09:19:27,2024-11-11 09:19:27
8190,6628,negotiation,2022-11-15,2022-10-30,2024-11-11 09:19:27,2024-11-11 09:19:27
8191,9492,discovery,2024-08-19,2024-07-28,2024-11-11 09:19:27,2024-11-11 09:19:27
8192,6161,negotiation,2024-09-30,2024-03-18,2024-11-11 09:19:27,2024-11-11 09:19:27
8193,1601,proposal,2024-10-16,2023-08-30,2024-11-11 09:19:27,2024-11-11 09:19:27
8194,9186,negotiation,2023-09-19,2024-10-08,2024-11-11 09:19:27,2024-11-11 09:19:27
8195,515,discovery,2023-10-27,2023-08-19,2024-11-11 09:19:27,2024-11-11 09:19:27
8196,95,proposal,2022-11-07,2023-04-21,2024-11-11 09:19:27,2024-11-11 09:19:27
8197,3980,discovery,2024-06-06,2023-10-26,2024-11-11 09:19:27,2024-11-11 09:19:27
8198,5749,negotiation,2023-03-08,2024-02-29,2024-11-11 09:19:27,2024-11-11 09:19:27
8199,9535,proposal,2023-05-01,2023-04-15,2024-11-11 09:19:27,2024-11-11 09:19:27
8200,1988,discovery,2024-03-05,2023-10-23,2024-11-11 09:19:27,2024-11-11 09:19:27
8201,241,discovery,2024-01-31,2023-08-08,2024-11-11 09:19:27,2024-11-11 09:19:27
8202,7424,negotiation,2024-01-09,2023-05-28,2024-11-11 09:19:27,2024-11-11 09:19:27
8203,1676,proposal,2024-09-06,2023-11-12,2024-11-11 09:19:27,2024-11-11 09:19:27
8204,7500,negotiation,2023-12-28,2024-06-20,2024-11-11 09:19:27,2024-11-11 09:19:27
8205,2995,discovery,2024-01-16,2024-03-21,2024-11-11 09:19:27,2024-11-11 09:19:27
8206,1016,discovery,2023-11-18,2024-10-06,2024-11-11 09:19:27,2024-11-11 09:19:27
8207,2243,proposal,2024-02-10,2022-12-10,2024-11-11 09:19:27,2024-11-11 09:19:27
8208,9196,discovery,2024-01-16,2023-02-26,2024-11-11 09:19:27,2024-11-11 09:19:27
8209,7545,discovery,2024-08-18,2023-03-23,2024-11-11 09:19:27,2024-11-11 09:19:27
8210,2296,negotiation,2024-09-07,2022-12-02,2024-11-11 09:19:27,2024-11-11 09:19:27
8211,6960,discovery,2022-12-22,2024-04-01,2024-11-11 09:19:27,2024-11-11 09:19:27
8212,6802,negotiation,2022-10-26,2023-08-12,2024-11-11 09:19:27,2024-11-11 09:19:27
8213,2293,discovery,2023-11-10,2024-08-15,2024-11-11 09:19:27,2024-11-11 09:19:27
8214,4747,discovery,2024-04-22,2024-08-31,2024-11-11 09:19:27,2024-11-11 09:19:27
8215,6395,negotiation,2023-05-04,2023-09-05,2024-11-11 09:19:27,2024-11-11 09:19:27
8216,8696,negotiation,2023-01-11,2023-12-21,2024-11-11 09:19:27,2024-11-11 09:19:27
8217,8028,negotiation,2024-05-02,2024-06-28,2024-11-11 09:19:27,2024-11-11 09:19:27
8218,1679,discovery,2024-07-01,2023-09-01,2024-11-11 09:19:27,2024-11-11 09:19:27
8219,8050,proposal,2023-06-05,2023-06-10,2024-11-11 09:19:27,2024-11-11 09:19:27
8220,1237,negotiation,2024-03-21,2023-06-27,2024-11-11 09:19:27,2024-11-11 09:19:27
